pekerjaan,tujuan_pinjaman,agunan,tipe_agunan,status_agunan_terburuk,kondisi_agunan,asuransi_agunan,status_lunas_agunan,jumlah_agunan,nilai_agunan,tenor,usia_agunan,agunan_dibanyak_pinjaman,merk_aset,kesediaan_untuk_digadaikan,jenis_asset_bergerak_atau_tidak,aset_maya,riwayat_agunan_sebelumnya,kemudahan_dijual_kembali,kenaikan_nilai_property_agunan,status_kepemilikan_asset,surat_berharga,cluster,cluster_label
Dokter,Gaya Hidup,Mesin dan Peralatan,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,2.0,23850088.0,10,4,Ya,Merk_D,Tidak,Tidak,2.0,Tidak Pernah,Resiko Tinggi,12.0,Pribadi,1.0,1.0,layak
Pelajar,Bisnis/Usaha,Kendaraan,Berwujud,0.0,Kuat,False,Belum Lunas,4.0,2722690.0,19,8,Tidak,Merk_A,Ya,Tidak,-1.0,Tidak Pernah,Cukup,11.0,Non-Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Kesehatan,Tanah,Berwujud,0.0,Lemah,True,Lunas,5.0,365677.0,18,1,Ya,Merk_J,Ya,Ya,0.0,Pernah,Resiko Tinggi,2.0,Non-Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Sangat Lemah,False,Belum Lunas,2.0,1372666.0,6,5,Tidak,Merk_E,Tidak,Tidak,2.0,Pernah,Cukup,15.0,Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Gaya Hidup,Kendaraan,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,3.0,61021132.0,22,3,Ya,Merk_D,Ya,Ya,0.0,Tidak Pernah,Sangat Kuat,14.0,Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Bisnis/Usaha,Rekening Tabungan dan Deposito,Berwujud,0.0,Resiko Tinggi,False,Lunas,1.0,137492802.0,20,7,Tidak,Merk_A,Ya,Ya,0.0,Tidak Pernah,Sangat Lemah,20.0,Non-Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Bisnis/Usaha,Bangunan,Berwujud,0.0,Lemah,False,Lunas,10.0,137533.0,32,6,Ya,Merk_C,Tidak,Tidak,-1.0,Tidak Pernah,Sangat Lemah,15.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Kuat,False,Belum Lunas,6.0,577246.0,10,5,Ya,Merk_D,Tidak,Tidak,-1.0,Pernah,Lemah,14.0,Non-Pribadi,1.0,1.0,layak
TNI/Polri,Tempat Tinggal,Bangunan,Berwujud,0.0,Kuat,False,Lunas,9.0,14853150.0,36,10,Tidak,Merk_F,Ya,Tidak,2.0,Pernah,Cukup,19.0,Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Cukup,False,Belum Lunas,1.0,30474377.0,14,1,Ya,Merk_I,Ya,Ya,-1.0,Pernah,Cukup,19.0,Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Meragukan,True,Belum Lunas,4.0,210258586.0,14,2,Ya,Merk_K,Tidak,Ya,2.0,Pernah,Meragukan,2.0,Non-Pribadi,1.0,1.0,layak
Dokter,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Lemah,False,Lunas,8.0,794586.0,19,1,Ya,Merk_K,Ya,Tidak,1.0,Tidak Pernah,Sangat Lemah,7.0,Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Lemah,False,Lunas,5.0,630231.0,24,1,Tidak,Merk_E,Tidak,Ya,1.0,Pernah,Sangat Lemah,19.0,Non-Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Pendidikan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,True,Lunas,1.0,827869464.0,34,1,Tidak,Merk_I,Ya,Ya,2.0,Pernah,Sangat Kuat,6.0,Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Pendidikan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Kuat,True,Lunas,6.0,9688383.0,16,1,Ya,Merk_I,Ya,Ya,-1.0,Tidak Pernah,Resiko Tinggi,10.0,Non-Pribadi,1.0,1.0,layak
Staf_penjualan_dan_pemasaran,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Lemah,True,Lunas,6.0,413769104.0,18,2,Tidak,Merk_D,Tidak,Ya,1.0,Tidak Pernah,Sangat Kuat,2.0,Non-Pribadi,1.0,1.0,layak
Staf_administrasi_resepsionanis_sekretaris,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Kuat,True,Belum Lunas,6.0,765373.0,51,4,Tidak,Merk_C,Ya,Tidak,-1.0,Pernah,Lemah,6.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Toko,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Kuat,True,Belum Lunas,6.0,36871084.0,20,5,Tidak,Merk_E,Tidak,Tidak,0.0,Tidak Pernah,Lemah,18.0,Pribadi,1.0,1.0,layak
Dokter,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Lemah,True,Lunas,5.0,495400.0,16,4,Ya,Merk_E,Ya,Tidak,1.0,Tidak Pernah,Resiko Tinggi,16.0,Non-Pribadi,1.0,1.0,layak
Petugas_Keamanan,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Lemah,False,Belum Lunas,10.0,48259339.0,16,3,Tidak,Merk_D,Ya,Ya,1.0,Pernah,Sangat Kuat,16.0,Non-Pribadi,1.0,1.0,layak
TNI/Polri,Gaya Hidup,Mesin dan Peralatan,Berwujud,0.0,Sangat Lemah,True,Lunas,2.0,37487779.0,13,4,Ya,Merk_E,Tidak,Ya,0.0,Tidak Pernah,Sangat Kuat,13.0,Non-Pribadi,1.0,1.0,layak
Manager/eksekutif,Bisnis/Usaha,Rekening Tabungan dan Deposito,Berwujud,0.0,Kuat,True,Lunas,3.0,841421455.0,34,8,Ya,Merk_C,Ya,Ya,0.0,Tidak Pernah,Kuat,0.0,Non-Pribadi,1.0,1.0,layak
Akuntan/Akuntan_Publik/Auditor,Tempat Tinggal,Mesin dan Peralatan,Berwujud,0.0,Resiko Tinggi,True,Lunas,3.0,347811.0,34,18,Ya,Merk_G,Tidak,Tidak,0.0,Tidak Pernah,Cukup,10.0,Pribadi,1.0,1.0,layak
Pemilik/Owner/Self-emplyment,Bisnis/Usaha,Rekening Tabungan dan Deposito,Berwujud,0.0,Resiko Tinggi,True,Lunas,10.0,8442998.0,22,1,Tidak,Merk_B,Tidak,Ya,0.0,Tidak Pernah,Sangat Lemah,17.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Gaya Hidup,Mesin dan Peralatan,Berwujud,0.0,Cukup,False,Lunas,6.0,43804265.0,10,3,Tidak,Merk_E,Tidak,Tidak,0.0,Tidak Pernah,Cukup,5.0,Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Pendidikan,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,False,Belum Lunas,6.0,3704118.0,19,1,Ya,Merk_H,Tidak,Ya,2.0,Tidak Pernah,Kuat,6.0,Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Gaya Hidup,Bangunan,Berwujud,0.0,Sangat Kuat,False,Lunas,9.0,907658570.0,10,1,Ya,Merk_D,Ya,Tidak,1.0,Pernah,Lemah,2.0,Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Gaya Hidup,Bangunan,Berwujud,0.0,Cukup,True,Belum Lunas,3.0,8557245.0,15,4,Ya,Merk_D,Ya,Tidak,1.0,Pernah,Meragukan,2.0,Pribadi,1.0,1.0,layak
Aktor/Publik_Figur/Musisi,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Cukup,True,Lunas,9.0,521569740.0,52,2,Ya,Merk_C,Ya,Tidak,-1.0,Tidak Pernah,Meragukan,17.0,Non-Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Gaya Hidup,Mesin dan Peralatan,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,7.0,622726676.0,6,5,Tidak,Merk_D,Ya,Ya,1.0,Pernah,Cukup,18.0,Non-Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Gaya Hidup,Rumah,Berwujud,0.0,Lemah,False,Belum Lunas,3.0,60167755.0,23,4,Tidak,Merk_D,Tidak,Ya,-1.0,Tidak Pernah,Kuat,1.0,Pribadi,1.0,1.0,layak
Staf_Lainnya,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Meragukan,False,Belum Lunas,4.0,383146437.0,8,1,Ya,Merk_D,Tidak,Tidak,1.0,Pernah,Cukup,8.0,Non-Pribadi,1.0,1.0,layak
Petugas_Keamanan,Kesehatan,Asuransi Jiwa,Tak berwujud,0.0,Sangat Kuat,True,Lunas,8.0,73842401.0,23,2,Ya,Merk_J,Ya,Tidak,2.0,Pernah,Lemah,15.0,Non-Pribadi,1.0,1.0,layak
Dokter,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Kuat,False,Belum Lunas,7.0,654739.0,15,2,Tidak,Merk_J,Ya,Tidak,2.0,Pernah,Resiko Tinggi,12.0,Non-Pribadi,1.0,1.0,layak
TNI/Polri,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Lemah,True,Belum Lunas,7.0,263799170.0,19,2,Tidak,Merk_K,Tidak,Ya,-1.0,Tidak Pernah,Meragukan,9.0,Pribadi,1.0,1.0,layak
Aktor/Publik_Figur/Musisi,Kesehatan,Rumah,Berwujud,0.0,Cukup,False,Belum Lunas,10.0,87001403.0,9,1,Tidak,Merk_K,Tidak,Tidak,-1.0,Pernah,Meragukan,5.0,Pribadi,1.0,1.0,layak
Ibu_Rumah_Tangga,Pendidikan,Bangunan,Berwujud,0.0,Cukup,False,Belum Lunas,1.0,8396669.0,36,1,Tidak,Merk_I,Ya,Tidak,2.0,Pernah,Meragukan,18.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Negeri_Sipil,Gaya Hidup,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,True,Lunas,1.0,7972428.0,10,4,Ya,Merk_D,Tidak,Ya,0.0,Pernah,Sangat Lemah,11.0,Non-Pribadi,1.0,1.0,layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Bisnis/Usaha,Mesin dan Peralatan,Berwujud,0.0,Meragukan,True,Lunas,6.0,57947216.0,40,10,Ya,Merk_C,Tidak,Ya,2.0,Tidak Pernah,Kuat,8.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Toko,Pendidikan,Mesin dan Peralatan,Berwujud,0.0,Resiko Tinggi,True,Lunas,7.0,106500.0,22,2,Ya,Merk_H,Ya,Ya,0.0,Pernah,Cukup,11.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Tetap,Gaya Hidup,Tanah,Berwujud,0.0,Kuat,False,Belum Lunas,1.0,76299856.0,12,4,Ya,Merk_D,Tidak,Ya,0.0,Pernah,Resiko Tinggi,15.0,Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Pendidikan,Tanah,Berwujud,0.0,Kuat,True,Lunas,8.0,740253174.0,33,1,Ya,Merk_I,Tidak,Ya,1.0,Tidak Pernah,Cukup,9.0,Non-Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Kesehatan,Surat Berharga,Tak berwujud,0.0,Sangat Lemah,False,Lunas,4.0,936861728.0,21,1,Tidak,Merk_K,Ya,Ya,2.0,Pernah,Kuat,11.0,Pribadi,1.0,1.0,layak
Dokter,Gaya Hidup,Kendaraan,Berwujud,0.0,Meragukan,True,Lunas,7.0,839749745.0,22,5,Ya,Merk_D,Tidak,Ya,1.0,Pernah,Resiko Tinggi,18.0,Non-Pribadi,1.0,1.0,layak
Staf_Lainnya,Bisnis/Usaha,Bangunan,Berwujud,0.0,Sangat Lemah,False,Lunas,5.0,1910223.0,48,4,Ya,Merk_C,Tidak,Ya,2.0,Tidak Pernah,Lemah,9.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Pendidikan,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Kuat,False,Belum Lunas,3.0,23271064.0,33,3,Ya,Merk_H,Tidak,Ya,2.0,Tidak Pernah,Lemah,19.0,Non-Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Gaya Hidup,Mesin dan Peralatan,Berwujud,0.0,Kuat,True,Lunas,6.0,82359.0,22,2,Ya,Merk_D,Tidak,Tidak,-1.0,Tidak Pernah,Meragukan,8.0,Pribadi,1.0,1.0,layak
Pelajar,Pendidikan,Bangunan,Berwujud,0.0,Sangat Lemah,True,Lunas,9.0,904763414.0,32,2,Ya,Merk_H,Tidak,Tidak,2.0,Tidak Pernah,Resiko Tinggi,17.0,Non-Pribadi,1.0,1.0,layak
Supervisor/asisten_manager,Bisnis/Usaha,Bangunan,Berwujud,0.0,Kuat,True,Belum Lunas,7.0,194250.0,59,1,Ya,Merk_A,Ya,Ya,2.0,Pernah,Kuat,0.0,Non-Pribadi,1.0,0.0,tidak layak
Staf_penjualan_dan_pemasaran,Bisnis/Usaha,Tanah,Berwujud,0.0,Meragukan,True,Lunas,5.0,92899680.0,40,5,Tidak,Merk_C,Tidak,Ya,-1.0,Pernah,Kuat,0.0,Non-Pribadi,1.0,1.0,layak
Direktur_/_Komisaris,Kesehatan,Tanah,Berwujud,0.0,Resiko Tinggi,True,Belum Lunas,4.0,106713005.0,17,2,Ya,Merk_K,Ya,Tidak,0.0,Tidak Pernah,Meragukan,4.0,Pribadi,1.0,1.0,layak
Kru_Kapal/Pesawat,Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,9.0,801884.0,11,4,Ya,Merk_E,Tidak,Ya,1.0,Pernah,Lemah,13.0,Pribadi,1.0,1.0,layak
Petugas_Keamanan,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Kuat,True,Belum Lunas,5.0,266254914.0,19,3,Tidak,Merk_B,Ya,Ya,1.0,Pernah,Resiko Tinggi,9.0,Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Tempat Tinggal,Tanah,Berwujud,0.0,Cukup,False,Belum Lunas,8.0,390176330.0,54,8,Tidak,Merk_F,Tidak,Tidak,2.0,Pernah,Resiko Tinggi,3.0,Pribadi,1.0,0.0,tidak layak
Pengacara/Konsultan_Hukum/Pejabat_di_Pengadilan,Pendidikan,Bangunan,Berwujud,0.0,Meragukan,True,Lunas,2.0,918743496.0,47,1,Tidak,Merk_I,Ya,Ya,0.0,Pernah,Resiko Tinggi,16.0,Pribadi,1.0,1.0,layak
Manager/eksekutif,Bisnis/Usaha,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Lemah,True,Belum Lunas,3.0,1146971.0,43,7,Ya,Merk_A,Tidak,Ya,2.0,Tidak Pernah,Sangat Kuat,2.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Toko,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Cukup,True,Lunas,8.0,137952.0,10,2,Ya,Merk_J,Tidak,Ya,1.0,Pernah,Kuat,12.0,Non-Pribadi,1.0,1.0,layak
Staf_penjualan_dan_pemasaran,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Cukup,True,Lunas,5.0,9909317.0,13,2,Tidak,Merk_K,Ya,Tidak,-1.0,Pernah,Lemah,5.0,Non-Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Pendidikan,Tanah,Berwujud,0.0,Lemah,False,Belum Lunas,3.0,337501297.0,27,3,Tidak,Merk_I,Tidak,Ya,-1.0,Tidak Pernah,Cukup,10.0,Non-Pribadi,1.0,1.0,layak
Pegawai_Toko,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Meragukan,True,Belum Lunas,10.0,1314799.0,13,5,Ya,Merk_C,Tidak,Tidak,-1.0,Pernah,Lemah,14.0,Non-Pribadi,1.0,1.0,layak
Sales/_agen_penjualan_/_pemasaran,Bisnis/Usaha,Tanah,Berwujud,0.0,Lemah,True,Lunas,5.0,56496041.0,54,1,Tidak,Merk_A,Tidak,Ya,2.0,Tidak Pernah,Cukup,7.0,Pribadi,1.0,0.0,tidak layak
Staf_Lainnya,Tempat Tinggal,Tanah,Berwujud,0.0,Resiko Tinggi,True,Lunas,9.0,86853385.0,71,10,Tidak,Merk_G,Tidak,Ya,0.0,Tidak Pernah,Cukup,2.0,Non-Pribadi,1.0,0.0,tidak layak
Staf_penjualan_dan_pemasaran,Tempat Tinggal,Kendaraan,Berwujud,0.0,Lemah,False,Lunas,2.0,222816608.0,119,19,Tidak,Merk_F,Ya,Tidak,0.0,Pernah,Cukup,14.0,Pribadi,1.0,0.0,tidak layak
Wiraswasta,Gaya Hidup,Bangunan,Berwujud,0.0,Lemah,True,Lunas,6.0,273210.0,18,5,Ya,Merk_E,Ya,Tidak,-1.0,Pernah,Cukup,17.0,Non-Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Gaya Hidup,Rumah,Berwujud,0.0,Cukup,False,Belum Lunas,5.0,5880907.0,22,5,Ya,Merk_D,Tidak,Ya,1.0,Pernah,Sangat Lemah,14.0,Pribadi,1.0,1.0,layak
Staf_bagian_penagihan_kredit_di_bank,Tempat Tinggal,Tanah,Berwujud,0.0,Lemah,True,Belum Lunas,10.0,892452.0,37,14,Ya,Merk_G,Tidak,Tidak,-1.0,Pernah,Sangat Kuat,0.0,Non-Pribadi,1.0,1.0,layak
Supervisor/asisten_manager,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Resiko Tinggi,False,Lunas,10.0,327104.0,48,10,Tidak,Merk_A,Ya,Ya,2.0,Pernah,Kuat,5.0,Non-Pribadi,1.0,1.0,layak
Pemilik/Owner/Self-emplyment,Tempat Tinggal,Tanah,Berwujud,0.0,Sangat Lemah,False,Lunas,3.0,4651234.0,51,13,Ya,Merk_F,Tidak,Tidak,-1.0,Pernah,Lemah,13.0,Pribadi,1.0,0.0,tidak layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Cukup,True,Belum Lunas,8.0,641335.0,18,2,Ya,Merk_B,Ya,Ya,-1.0,Pernah,Lemah,1.0,Pribadi,1.0,1.0,layak
Petugas_Kebersihan,Bisnis/Usaha,Tanah,Berwujud,0.0,Cukup,True,Belum Lunas,10.0,78054466.0,40,3,Ya,Merk_C,Ya,Ya,-1.0,Tidak Pernah,Cukup,5.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Pendidikan,Piutang Usaha,Tak berwujud,0.0,Sangat Lemah,False,Belum Lunas,7.0,15046808.0,13,3,Ya,Merk_I,Tidak,Ya,1.0,Tidak Pernah,Sangat Lemah,19.0,Non-Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Bisnis/Usaha,Tanah,Berwujud,0.0,Sangat Lemah,True,Lunas,9.0,281180488.0,43,10,Ya,Merk_C,Tidak,Tidak,2.0,Tidak Pernah,Resiko Tinggi,20.0,Pribadi,1.0,1.0,layak
Manager/eksekutif,Bisnis/Usaha,Asuransi Jiwa,Tak berwujud,0.0,Resiko Tinggi,False,Lunas,1.0,354427.0,47,2,Tidak,Merk_A,Tidak,Ya,2.0,Pernah,Sangat Lemah,10.0,Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Bisnis/Usaha,Asuransi Jiwa,Tak berwujud,0.0,Sangat Lemah,True,Lunas,7.0,994111433.0,18,1,Ya,Merk_B,Ya,Tidak,0.0,Pernah,Kuat,1.0,Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Pendidikan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Kuat,True,Lunas,7.0,9272906.0,23,2,Tidak,Merk_H,Tidak,Ya,2.0,Pernah,Resiko Tinggi,5.0,Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Gaya Hidup,Rekening Tabungan dan Deposito,Berwujud,0.0,Sangat Kuat,False,Lunas,10.0,99918176.0,9,2,Tidak,Merk_D,Ya,Tidak,1.0,Pernah,Cukup,15.0,Non-Pribadi,1.0,1.0,layak
Driver/Pengemudi/Supir/Kurir,Gaya Hidup,Hak Kekayaan Intelektual,Tak berwujud,0.0,Cukup,True,Belum Lunas,4.0,615952734.0,24,3,Tidak,Merk_E,Tidak,Ya,-1.0,Pernah,Meragukan,2.0,Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Pendidikan,Bangunan,Berwujud,0.0,Kuat,False,Lunas,9.0,3111489.0,23,2,Tidak,Merk_I,Tidak,Ya,0.0,Pernah,Kuat,15.0,Pribadi,1.0,1.0,layak
Pekerjaan_Profesional_Lainnya,Bisnis/Usaha,Tanah,Berwujud,0.0,Sangat Kuat,True,Belum Lunas,7.0,1738766.0,46,7,Tidak,Merk_A,Tidak,Tidak,0.0,Tidak Pernah,Resiko Tinggi,7.0,Non-Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Pendidikan,Kendaraan,Berwujud,0.0,Resiko Tinggi,True,Lunas,9.0,891868217.0,29,3,Ya,Merk_I,Ya,Ya,-1.0,Pernah,Resiko Tinggi,5.0,Non-Pribadi,1.0,1.0,layak
Karyawan_Kontrak,Gaya Hidup,Surat Berharga,Tak berwujud,0.0,Sangat Kuat,False,Lunas,5.0,621392931.0,11,3,Tidak,Merk_D,Tidak,Ya,0.0,Tidak Pernah,Resiko Tinggi,11.0,Pribadi,1.0,1.0,layak
Supervisor/asisten_manager,Pendidikan,Piutang Usaha,Tak berwujud,0.0,Sangat Kuat,True,Belum Lunas,6.0,12860367.0,17,3,Tidak,Merk_I,Ya,Tidak,0.0,Tidak Pernah,Cukup,7.0,Non-Pribadi,1.0,1.0,layak
Notaris,Pendidikan,Rumah,Berwujud,0.0,Cukup,True,Lunas,4.0,945452700.0,42,3,Tidak,Merk_I,Tidak,Ya,-1.0,Tidak Pernah,Meragukan,11.0,Pribadi,1.0,1.0,layak
Konsultan/Kontraktor/Arsitek,Kesehatan,Rumah,Berwujud,0.0,Resiko Tinggi,False,Belum Lunas,7.0,47928052.0,24,1,Tidak,Merk_K,Ya,Ya,1.0,Pernah,Meragukan,19.0,Non-Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Bisnis/Usaha,Surat Berharga,Tak berwujud,0.0,Sangat Lemah,False,Belum Lunas,9.0,4958906.0,13,6,Ya,Merk_C,Ya,Tidak,0.0,Tidak Pernah,Kuat,5.0,Non-Pribadi,1.0,1.0,layak
Wiraswasta,Gaya Hidup,Kendaraan,Berwujud,0.0,Meragukan,False,Belum Lunas,3.0,23689.0,12,1,Tidak,Merk_D,Tidak,Tidak,2.0,Tidak Pernah,Lemah,14.0,Non-Pribadi,1.0,1.0,layak
Petugas_Keamanan,Pendidikan,Rumah,Berwujud,0.0,Kuat,False,Lunas,4.0,9674326.0,34,1,Tidak,Merk_H,Ya,Tidak,0.0,Tidak Pernah,Cukup,16.0,Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Cukup,False,Lunas,1.0,768179608.0,26,6,Ya,Merk_B,Ya,Tidak,2.0,Pernah,Resiko Tinggi,19.0,Non-Pribadi,1.0,1.0,layak
Notaris,Gaya Hidup,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,True,Lunas,4.0,2351101.0,14,1,Tidak,Merk_D,Tidak,Ya,0.0,Tidak Pernah,Sangat Kuat,15.0,Non-Pribadi,1.0,1.0,layak
Manager/eksekutif,Kesehatan,Surat Berharga,Tak berwujud,0.0,Resiko Tinggi,True,Lunas,9.0,797858414.0,22,1,Ya,Merk_J,Ya,Ya,-1.0,Tidak Pernah,Sangat Kuat,7.0,Pribadi,1.0,1.0,layak
"Anggota_Parlemen_(DPRD,_DPD,_MPR)",Pendidikan,Kendaraan,Berwujud,0.0,Cukup,False,Lunas,8.0,6714008.0,40,2,Ya,Merk_H,Tidak,Ya,-1.0,Pernah,Lemah,8.0,Pribadi,1.0,1.0,layak
Wiraswasta,Bisnis/Usaha,Asuransi Jiwa,Tak berwujud,0.0,Sangat Lemah,True,Lunas,2.0,9552998.0,29,4,Ya,Merk_A,Ya,Ya,1.0,Pernah,Sangat Lemah,10.0,Non-Pribadi,1.0,1.0,layak
TNI/Polri,Pendidikan,Kendaraan,Berwujud,0.0,Sangat Lemah,True,Belum Lunas,2.0,85490288.0,29,2,Tidak,Merk_H,Tidak,Ya,1.0,Pernah,Sangat Kuat,19.0,Pribadi,1.0,1.0,layak
Direktur_Utama_/_Presiden_Komisaris,Tempat Tinggal,Mesin dan Peralatan,Berwujud,0.0,Kuat,False,Belum Lunas,3.0,5027816.0,107,6,Tidak,Merk_F,Ya,Tidak,2.0,Pernah,Sangat Lemah,7.0,Non-Pribadi,1.0,0.0,tidak layak
Ibu_Rumah_Tangga,Gaya Hidup,Surat Berharga,Tak berwujud,0.0,Kuat,False,Belum Lunas,10.0,83618783.0,21,3,Tidak,Merk_E,Ya,Ya,0.0,Tidak Pernah,Cukup,10.0,Non-Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Kesehatan,Mesin dan Peralatan,Berwujud,0.0,Cukup,False,Lunas,3.0,305631802.0,10,2,Ya,Merk_K,Tidak,Ya,2.0,Tidak Pernah,Meragukan,11.0,Pribadi,1.0,1.0,layak
Professional/Agen/Mitra,Tempat Tinggal,Tanah,Berwujud,0.0,Sangat Kuat,False,Lunas,7.0,1881737.0,43,18,Tidak,Merk_G,Ya,Tidak,1.0,Pernah,Meragukan,20.0,Non-Pribadi,1.0,1.0,layak
Staf_Lainnya,Gaya Hidup,Tanah,Berwujud,0.0,Lemah,False,Lunas,7.0,990303.0,13,1,Tidak,Merk_E,Tidak,Tidak,0.0,Pernah,Sangat Kuat,12.0,Pribadi,1.0,1.0,layak
Wartawan/Reporter/Jurnalis/Editor,Bisnis/Usaha,Piutang Usaha,Tak berwujud,0.0,Resiko Tinggi,True,Belum Lunas,6.0,203213.0,39,1,Ya,Merk_C,Tidak,Ya,-1.0,Pernah,Cukup,13.0,Non-Pribadi,1.0,1.0,layak
Aktor/Publik_Figur/Musisi,Kesehatan,Hak Kekayaan Intelektual,Tak berwujud,0.0,Sangat Kuat,False,Belum Lunas,5.0,6447527.0,7,2,Ya,Merk_J,Ya,Ya,2.0,Pernah,Cukup,19.0,Pribadi,1.0,1.0,layak
Manager/eksekutif,Tempat Tinggal,Asuransi Jiwa,Tak berwujud,0.0,Meragukan,False,Belum Lunas,9.0,4605918.0,114,5,Ya,Merk_F,Ya,Tidak,2.0,Tidak Pernah,Kuat,19.0,Non-Pribadi,1.0,0.0,tidak layak
Staf_bagian_penagihan_kredit_di_bank,Pendidikan,Rumah,Berwujud,0.0,Meragukan,False,Belum Lunas,4.0,946185.0,42,2,Ya,Merk_H,Tidak,Ya,1.0,Pernah,Resiko Tinggi,3.0,Non-Pribadi,1.0,1.0,layak
